Date,Open,High,Low,Close,Adj Close,Volume
2015-05-04,12.640000,12.640000,12.640000,12.640000,10.681573,0
2015-05-05,12.600000,12.600000,12.600000,12.600000,10.647770,0
2015-05-06,12.520000,12.520000,12.520000,12.520000,10.580166,0
2015-05-07,12.420000,12.420000,12.420000,12.420000,10.495660,0
2015-05-08,12.560000,12.560000,12.560000,12.560000,10.613969,0
2015-05-11,12.510000,12.510000,12.510000,12.510000,10.571715,0
2015-05-12,12.460000,12.460000,12.460000,12.460000,10.529461,0
2015-05-13,12.480000,12.480000,12.480000,12.480000,10.546362,0
2015-05-14,12.650000,12.650000,12.650000,12.650000,10.690024,0
2015-05-15,12.770000,12.770000,12.770000,12.770000,10.791430,0
2015-05-18,12.760000,12.760000,12.760000,12.760000,10.782980,0
2015-05-19,12.760000,12.760000,12.760000,12.760000,10.782980,0
2015-05-20,12.810000,12.810000,12.810000,12.810000,10.825233,0
2015-05-21,12.730000,12.730000,12.730000,12.730000,10.757627,0
2015-05-22,12.660000,12.660000,12.660000,12.660000,10.698473,0
2015-05-26,12.500000,12.500000,12.500000,12.500000,10.563263,0
2015-05-27,12.520000,12.520000,12.520000,12.520000,10.580166,0
2015-05-28,12.420000,12.420000,12.420000,12.420000,10.495660,0
2015-05-29,12.360000,12.360000,12.360000,12.360000,10.444957,0
2015-06-01,12.310000,12.310000,12.310000,12.310000,10.402702,0
2015-06-02,12.310000,12.310000,12.310000,12.310000,10.402702,0
2015-06-03,12.250000,12.250000,12.250000,12.250000,10.351997,0
2015-06-04,12.190000,12.190000,12.190000,12.190000,10.301295,0
2015-06-05,12.120000,12.120000,12.120000,12.120000,10.242140,0
2015-06-08,12.040000,12.040000,12.040000,12.040000,10.174538,0
2015-06-09,11.960000,11.960000,11.960000,11.960000,10.106931,0
2015-06-10,12.090000,12.090000,12.090000,12.090000,10.216788,0
2015-06-11,12.110000,12.110000,12.110000,12.110000,10.233690,0
2015-06-12,12.140000,12.140000,12.140000,12.140000,10.259043,0
2015-06-15,12.070000,12.070000,12.070000,12.070000,10.199887,0
2015-06-16,12.110000,12.110000,12.110000,12.110000,10.233690,0
2015-06-17,12.140000,12.140000,12.140000,12.140000,10.259043,0
2015-06-18,12.190000,12.190000,12.190000,12.190000,10.301295,0
2015-06-19,12.100000,12.100000,12.100000,12.100000,10.225239,0
2015-06-22,12.250000,12.250000,12.250000,12.250000,10.351997,0
2015-06-23,12.250000,12.250000,12.250000,12.250000,10.402099,0
2015-06-24,12.280000,12.280000,12.280000,12.280000,10.427572,0
2015-06-25,12.240000,12.240000,12.240000,12.240000,10.393606,0
2015-06-26,12.160000,12.160000,12.160000,12.160000,10.325676,0
2015-06-29,11.930000,11.930000,11.930000,11.930000,10.130370,0
2015-06-30,12.080000,12.080000,12.080000,12.080000,10.257743,0
2015-07-01,12.100000,12.100000,12.100000,12.100000,10.274726,0
2015-07-02,12.150000,12.150000,12.150000,12.150000,10.317183,0
2015-07-06,11.830000,11.830000,11.830000,11.830000,10.045455,0
